
Host: G5

Timers On : Sun Mar 12 00:00:01 2023
Timers Off: Sun Mar 12 00:00:06 2023

Wall Time:        4.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT0: Ind20                        :      0.000u      0.000s      6.300w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.354w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      1.548w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      4.576w      1 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s     26.539w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      1.035w      2 calls
| JK: (A|mn)                        :      0.000u      0.000s      1.465w      1 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      0.454w      1 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      1 calls
| JK: (Q|mn)                        :      0.000u      0.000s      1.210w      1 calls
| HF: Form core H                   :      0.000u      0.000s      0.334w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.011w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.225w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.223w      1 calls
| HF: Form G                        :      0.000u      0.000s     19.047w     20 calls
| | JK: D                           :      0.000u      0.000s      0.003w     20 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w     20 calls
| | JK: JK                          :      0.000u      0.000s     19.039w     20 calls
| | | JK: J                         :      0.000u      0.000s      0.386w     20 calls
| | | | JK: J1                      :      0.000u      0.000s      0.192w     20 calls
| | | | JK: J2                      :      0.000u      0.000s      0.190w     20 calls
| | | JK: K                         :      0.000u      0.000s     18.169w     20 calls
| | | | JK: K1                      :      0.000u      0.000s     15.729w     20 calls
| | | | JK: K2                      :      0.000u      0.000s      2.440w     20 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     20 calls
| HF: Form F                        :      0.000u      0.000s      0.002w     20 calls
| HF: Form D                        :      0.000u      0.000s      0.003w     20 calls
| HF: DIIS                          :      0.000u      0.000s      0.126w     19 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.011w     19 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.047w     19 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.025w     19 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.001w     19 calls
| | | New vector                    :      0.000u      0.000s      0.020w     19 calls
| HF: Form C                        :      0.000u      0.000s      0.141w     19 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s     12.117w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.902w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.344w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.011w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.124w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.122w      1 calls
| HF: Form G                        :      0.000u      0.000s      9.660w     11 calls
| | JK: D                           :      0.000u      0.000s      0.001w     11 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w     11 calls
| | JK: JK                          :      0.000u      0.000s      9.656w     11 calls
| | | JK: J                         :      0.000u      0.000s      0.218w     11 calls
| | | | JK: J1                      :      0.000u      0.000s      0.106w     11 calls
| | | | JK: J2                      :      0.000u      0.000s      0.110w     11 calls
| | | JK: K                         :      0.000u      0.000s      9.253w     11 calls
| | | | JK: K1                      :      0.000u      0.000s      8.337w     11 calls
| | | | JK: K2                      :      0.000u      0.000s      0.915w     11 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     11 calls
| HF: Form F                        :      0.000u      0.000s      0.001w     11 calls
| HF: Form D                        :      0.000u      0.000s      0.001w     11 calls
| HF: DIIS                          :      0.000u      0.000s      0.103w     10 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.047w     10 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.020w     10 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.011w     10 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.001w     10 calls
| | | New vector                    :      0.000u      0.000s      0.009w     10 calls
| HF: Form C                        :      0.000u      0.000s      0.075w     10 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s     12.684w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.893w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.313w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.009w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.086w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.085w      1 calls
| HF: Form G                        :      0.000u      0.000s     10.144w     13 calls
| | JK: D                           :      0.000u      0.000s      0.001w     13 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w     13 calls
| | JK: JK                          :      0.000u      0.000s     10.139w     13 calls
| | | JK: J                         :      0.000u      0.000s      0.273w     13 calls
| | | | JK: J1                      :      0.000u      0.000s      0.134w     13 calls
| | | | JK: J2                      :      0.000u      0.000s      0.137w     13 calls
| | | JK: K                         :      0.000u      0.000s      9.754w     13 calls
| | | | JK: K1                      :      0.000u      0.000s      9.275w     13 calls
| | | | JK: K2                      :      0.000u      0.000s      0.478w     13 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     13 calls
| HF: Form F                        :      0.000u      0.000s      0.001w     13 calls
| HF: Form D                        :      0.000u      0.000s      0.001w     13 calls
| HF: DIIS                          :      0.000u      0.000s      0.145w     12 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.079w     12 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.026w     12 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.014w     12 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.001w     12 calls
