
Host: G5

Timers On : Mon Jun  3 21:13:00 2024
Timers Off: Mon Jun  3 21:13:20 2024

Wall Time:       19.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| JK: D                             :      0.000u      0.000s      0.002w    334 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w    334 calls
| JK: JK                            :      0.000u      0.000s      0.055w    334 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.055w    334 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    334 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.014w    334 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.033w    334 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    334 calls
HF: Form F                          :      0.000u      0.000s      0.003w    334 calls
HF: Form D                          :      0.000u      0.000s      0.002w    334 calls
HF: DIIS                            :      0.000u      0.000s      1.590w    318 calls
HF: Form C                          :      0.000u      0.000s      0.154w    318 calls

**************************************************************************************

Host: G5

Timers On : Mon Jun  3 21:19:49 2024
Timers Off: Mon Jun  3 21:20:12 2024

Wall Time:       22.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.032w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.682w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.076w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.152w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.903w     20 calls
SAD Guess                           :      0.000u      0.000s      0.882w     20 calls
HF: Form G                          :      0.000u      0.000s      0.070w    348 calls
JK: D                               :      0.000u      0.000s      0.002w    348 calls
JK: USO2AO                          :      0.000u      0.000s      0.005w    348 calls
JK: JK                              :      0.000u      0.000s      0.056w    348 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.055w    348 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    348 calls
DFH: compute_J                      :      0.000u      0.000s      0.014w    348 calls
DFH: compute_K                      :      0.000u      0.000s      0.034w    348 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w    348 calls
HF: Form F                          :      0.000u      0.000s      0.003w    348 calls
HF: Form D                          :      0.000u      0.000s      0.002w    348 calls
HF: DIIS                            :      0.000u      0.000s      1.735w    328 calls
HF: Form C                          :      0.000u      0.000s      0.155w    328 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.014w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.682w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.018w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.076w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.152w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.903w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.882w     20 calls
HF: Form G                          :      0.000u      0.000s      0.070w    348 calls
| JK: D                             :      0.000u      0.000s      0.002w    348 calls
| JK: USO2AO                        :      0.000u      0.000s      0.005w    348 calls
| JK: JK                            :      0.000u      0.000s      0.056w    348 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.055w    348 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    348 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.014w    348 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.034w    348 calls
| JK: AO2USO                        :      0.000u      0.000s      0.002w    348 calls
HF: Form F                          :      0.000u      0.000s      0.003w    348 calls
HF: Form D                          :      0.000u      0.000s      0.002w    348 calls
HF: DIIS                            :      0.000u      0.000s      1.735w    328 calls
HF: Form C                          :      0.000u      0.000s      0.155w    328 calls

**************************************************************************************

Host: G5

Timers On : Mon Jun  3 21:20:14 2024
Timers Off: Mon Jun  3 21:20:29 2024

Wall Time:       15.07 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.032w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.912w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.076w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.083w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.762w     20 calls
SAD Guess                           :      0.000u      0.000s      0.742w     20 calls
HF: Form G                          :      0.000u      0.000s      0.029w    148 calls
JK: D                               :      0.000u      0.000s      0.001w    148 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w    148 calls
JK: JK                              :      0.000u      0.000s      0.023w    148 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.023w    148 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    148 calls
